empid,designation,courseid,course_name,duration_weeks,difficulty_level,completion_rate,learning_path
EMP303,SDE1,COURSE043,Agile Methodologies,3,Advanced,10.06,Cybersecurity
EMP376,DevOps,COURSE011,Python for Data Science,6,Advanced,64.04,Machine Learning
EMP438,SDE2,COURSE007,Deep Learning,2,Intermediate,28.58,Data Science
EMP150,DevOps,COURSE036,Public Speaking,2,Advanced,15.9,Web Development
EMP086,Manager,COURSE047,Data Structures,1,Advanced,67.16,Web Development
EMP131,QA,COURSE005,Machine Learning Basics,4,Advanced,36.47,Machine Learning
EMP485,DevOps,COURSE030,Cloud Basics,3,Advanced,67.31,Data Science
EMP073,SDE1,COURSE039,Public Speaking,6,Advanced,71.53,Data Science
EMP194,HR,COURSE026,Digital Marketing,2,Intermediate,94.53,Web Development
EMP081,SDE1,COURSE045,Creative Thinking,5,Intermediate,20.28,Machine Learning
EMP213,SDE1,COURSE045,Creative Thinking,5,Intermediate,40.97,Machine Learning
EMP119,SDE2,COURSE038,Cloud Basics,2,Advanced,19.53,Machine Learning
EMP106,QA,COURSE048,Network Security,5,Advanced,78.17,Machine Learning
EMP440,SDE1,COURSE003,ITIL Foundation,5,Intermediate,43.22,Cloud Computing
EMP474,Lead,COURSE003,ITIL Foundation,5,Intermediate,43.84,Cloud Computing
EMP186,DevOps,COURSE014,Full Stack Development,1,Advanced,4.04,Web Development
EMP122,Manager,COURSE031,Mobile App Development,5,Advanced,17.43,Cloud Computing
EMP261,Manager,COURSE035,Information Security,4,Advanced,60.43,Cybersecurity
EMP244,Lead,COURSE037,Quality Assurance,4,Intermediate,89.95,Cybersecurity
EMP434,DevOps,COURSE036,Public Speaking,2,Advanced,48.01,Web Development
EMP294,SDE2,COURSE004,Network Security,5,Beginner,3.78,Data Science
EMP001,Lead,COURSE046,Virtualization Technologies,4,Beginner,38.3,Machine Learning
EMP318,Lead,COURSE013,Scrum Master Certification,6,Beginner,58.93,Machine Learning
EMP259,SDE2,COURSE048,Network Security,5,Advanced,88.87,Machine Learning
EMP365,SDE2,COURSE001,Technical Writing,6,Advanced,49.86,Data Science
EMP172,Designer,COURSE032,ITIL Foundation,4,Beginner,90.11,Data Science
EMP148,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,57.88,Machine Learning
EMP012,QA,COURSE011,Python for Data Science,6,Advanced,64.05,Machine Learning
EMP120,DevOps,COURSE040,Artificial Intelligence,5,Advanced,82.92,Cybersecurity
EMP453,QA,COURSE018,Blockchain Basics,6,Advanced,47.79,Machine Learning
EMP293,SDE1,COURSE042,E-commerce Development,6,Beginner,21.91,Cybersecurity
EMP413,DevOps,COURSE021,ITIL Foundation,3,Intermediate,25.92,Cloud Computing
EMP022,DevOps,COURSE042,E-commerce Development,6,Beginner,20.89,Cybersecurity
EMP094,SDE2,COURSE043,Agile Methodologies,3,Advanced,47.11,Cybersecurity
EMP413,DevOps,COURSE032,ITIL Foundation,4,Beginner,96.97,Data Science
EMP385,SDE1,COURSE030,Cloud Basics,3,Advanced,64.13,Data Science
EMP274,DevOps,COURSE046,Virtualization Technologies,4,Beginner,27.38,Machine Learning
EMP030,Lead,COURSE018,Blockchain Basics,6,Advanced,21.32,Machine Learning
EMP462,HR,COURSE049,Data Science with R,1,Advanced,82.73,Cybersecurity
EMP240,Lead,COURSE019,Project Management,1,Advanced,87.76,Cloud Computing
EMP474,Lead,COURSE046,Virtualization Technologies,4,Beginner,35.48,Machine Learning
EMP069,Designer,COURSE046,Virtualization Technologies,4,Beginner,86.3,Machine Learning
EMP260,HR,COURSE030,Cloud Basics,3,Advanced,12.8,Data Science
EMP126,Manager,COURSE007,Deep Learning,2,Intermediate,83.44,Data Science
EMP351,Designer,COURSE038,Cloud Basics,2,Advanced,43.53,Machine Learning
EMP179,HR,COURSE005,Machine Learning Basics,4,Advanced,68.0,Machine Learning
EMP376,DevOps,COURSE035,Information Security,4,Advanced,90.46,Cybersecurity
EMP388,QA,COURSE011,Python for Data Science,6,Advanced,58.88,Machine Learning
EMP411,Designer,COURSE025,Time Management,5,Advanced,85.32,Web Development
EMP151,Manager,COURSE039,Public Speaking,6,Advanced,13.22,Data Science
EMP493,SDE1,COURSE031,Mobile App Development,5,Advanced,10.72,Cloud Computing
EMP272,HR,COURSE009,Networking Essentials,1,Intermediate,30.52,Cloud Computing
EMP017,Designer,COURSE010,Data Visualization,6,Advanced,75.05,Web Development
EMP471,Manager,COURSE001,Technical Writing,6,Advanced,97.53,Data Science
EMP197,Manager,COURSE017,Digital Marketing,5,Beginner,57.43,Machine Learning
EMP488,Designer,COURSE018,Blockchain Basics,6,Advanced,32.44,Machine Learning
EMP004,Lead,COURSE007,Deep Learning,2,Intermediate,10.77,Data Science
EMP053,Lead,COURSE001,Technical Writing,6,Advanced,14.68,Data Science
EMP066,QA,COURSE005,Machine Learning Basics,4,Advanced,53.25,Machine Learning
EMP459,SDE2,COURSE033,DevOps Fundamentals,4,Intermediate,18.95,Machine Learning
EMP355,SDE2,COURSE039,Public Speaking,6,Advanced,83.62,Data Science
EMP433,SDE2,COURSE042,E-commerce Development,6,Beginner,73.0,Cybersecurity
EMP067,Designer,COURSE038,Cloud Basics,2,Advanced,74.22,Machine Learning
EMP092,Lead,COURSE008,Remote Work Skills,4,Intermediate,12.95,Data Science
EMP296,SDE2,COURSE033,DevOps Fundamentals,4,Intermediate,76.42,Machine Learning
EMP496,QA,COURSE029,Data Analysis with Python,5,Advanced,24.82,Data Science
EMP162,Lead,COURSE001,Technical Writing,6,Advanced,45.55,Data Science
EMP191,DevOps,COURSE013,Scrum Master Certification,6,Beginner,82.88,Machine Learning
EMP477,HR,COURSE046,Virtualization Technologies,4,Beginner,19.28,Machine Learning
EMP427,DevOps,COURSE027,Deep Learning,6,Beginner,8.6,Web Development
EMP384,HR,COURSE038,Cloud Basics,2,Advanced,6.6,Machine Learning
EMP419,Lead,COURSE045,Creative Thinking,5,Intermediate,97.77,Machine Learning
EMP146,Lead,COURSE024,Software Engineering,6,Beginner,1.36,Machine Learning
EMP467,SDE2,COURSE031,Mobile App Development,5,Advanced,47.69,Cloud Computing
EMP032,QA,COURSE001,Technical Writing,6,Advanced,19.15,Data Science
EMP370,SDE1,COURSE027,Deep Learning,6,Beginner,27.09,Web Development
EMP037,HR,COURSE045,Creative Thinking,5,Intermediate,90.53,Machine Learning
EMP153,HR,COURSE005,Machine Learning Basics,4,Advanced,63.89,Machine Learning
EMP350,SDE1,COURSE013,Scrum Master Certification,6,Beginner,57.91,Machine Learning
EMP106,QA,COURSE039,Public Speaking,6,Advanced,72.37,Data Science
EMP356,SDE2,COURSE011,Python for Data Science,6,Advanced,65.15,Machine Learning
EMP224,HR,COURSE027,Deep Learning,6,Beginner,76.11,Web Development
EMP282,Manager,COURSE045,Creative Thinking,5,Intermediate,28.47,Machine Learning
EMP289,Designer,COURSE023,Machine Learning Basics,4,Beginner,93.29,Cybersecurity
EMP465,DevOps,COURSE035,Information Security,4,Advanced,34.75,Cybersecurity
EMP342,SDE1,COURSE018,Blockchain Basics,6,Advanced,24.68,Machine Learning
EMP184,SDE1,COURSE038,Cloud Basics,2,Advanced,19.16,Machine Learning
EMP488,Designer,COURSE039,Public Speaking,6,Advanced,47.85,Data Science
EMP373,HR,COURSE022,Web Design,3,Advanced,70.3,Data Science
EMP135,Manager,COURSE034,UI/UX Design,1,Advanced,12.58,Web Development
EMP288,QA,COURSE035,Information Security,4,Advanced,21.34,Cybersecurity
EMP027,SDE1,COURSE042,E-commerce Development,6,Beginner,56.56,Cybersecurity
EMP181,SDE1,COURSE002,Database Management,2,Beginner,31.7,Cloud Computing
EMP195,DevOps,COURSE006,Web Development with React,6,Advanced,32.07,Cloud Computing
EMP040,Manager,COURSE041,Backend Development,4,Advanced,30.89,Data Science
EMP434,DevOps,COURSE048,Network Security,5,Advanced,98.14,Machine Learning
EMP437,SDE2,COURSE040,Artificial Intelligence,5,Advanced,36.27,Cybersecurity
EMP483,Designer,COURSE007,Deep Learning,2,Intermediate,24.13,Data Science
EMP132,Manager,COURSE009,Networking Essentials,1,Intermediate,93.74,Cloud Computing
EMP251,Manager,COURSE019,Project Management,1,Advanced,96.26,Cloud Computing
EMP314,DevOps,COURSE046,Virtualization Technologies,4,Beginner,53.02,Machine Learning
EMP347,QA,COURSE035,Information Security,4,Advanced,46.26,Cybersecurity
EMP242,DevOps,COURSE013,Scrum Master Certification,6,Beginner,72.97,Machine Learning
EMP149,SDE2,COURSE002,Database Management,2,Beginner,71.27,Cloud Computing
EMP091,DevOps,COURSE046,Virtualization Technologies,4,Beginner,69.51,Machine Learning
EMP071,QA,COURSE015,Database Management,3,Advanced,9.59,Cybersecurity
EMP046,Manager,COURSE049,Data Science with R,1,Advanced,89.48,Cybersecurity
EMP435,SDE1,COURSE048,Network Security,5,Advanced,39.73,Machine Learning
EMP487,SDE1,COURSE046,Virtualization Technologies,4,Beginner,59.58,Machine Learning
EMP237,SDE2,COURSE039,Public Speaking,6,Advanced,44.03,Data Science
EMP351,Designer,COURSE017,Digital Marketing,5,Beginner,90.11,Machine Learning
EMP127,Lead,COURSE018,Blockchain Basics,6,Advanced,52.57,Machine Learning
EMP441,SDE1,COURSE013,Scrum Master Certification,6,Beginner,58.61,Machine Learning
EMP211,QA,COURSE022,Web Design,3,Advanced,92.57,Data Science
EMP413,DevOps,COURSE022,Web Design,3,Advanced,4.39,Data Science
EMP194,HR,COURSE023,Machine Learning Basics,4,Beginner,38.03,Cybersecurity
EMP139,QA,COURSE034,UI/UX Design,1,Advanced,93.63,Web Development
EMP142,SDE2,COURSE036,Public Speaking,2,Advanced,39.04,Web Development
EMP406,Lead,COURSE030,Cloud Basics,3,Advanced,28.28,Data Science
EMP134,HR,COURSE009,Networking Essentials,1,Intermediate,21.43,Cloud Computing
EMP389,SDE1,COURSE006,Web Development with React,6,Advanced,51.94,Cloud Computing
EMP369,SDE1,COURSE021,ITIL Foundation,3,Intermediate,36.05,Cloud Computing
EMP344,Lead,COURSE034,UI/UX Design,1,Advanced,29.19,Web Development
EMP163,SDE2,COURSE036,Public Speaking,2,Advanced,32.44,Web Development
EMP091,DevOps,COURSE023,Machine Learning Basics,4,Beginner,44.05,Cybersecurity
EMP333,SDE2,COURSE017,Digital Marketing,5,Beginner,44.12,Machine Learning
EMP233,SDE1,COURSE026,Digital Marketing,2,Intermediate,27.21,Web Development
EMP351,Designer,COURSE029,Data Analysis with Python,5,Advanced,31.15,Data Science
EMP228,HR,COURSE049,Data Science with R,1,Advanced,14.45,Cybersecurity
EMP083,SDE1,COURSE037,Quality Assurance,4,Intermediate,0.33,Cybersecurity
EMP004,Lead,COURSE005,Machine Learning Basics,4,Advanced,51.03,Machine Learning
EMP357,SDE1,COURSE016,Backend Development,6,Intermediate,85.36,Data Science
EMP464,HR,COURSE020,UI/UX Design,5,Advanced,2.8,Web Development
EMP054,QA,COURSE048,Network Security,5,Advanced,4.24,Machine Learning
EMP266,Designer,COURSE030,Cloud Basics,3,Advanced,35.1,Data Science
EMP353,Lead,COURSE013,Scrum Master Certification,6,Beginner,91.74,Machine Learning
EMP125,Designer,COURSE014,Full Stack Development,1,Advanced,54.02,Web Development
EMP035,SDE1,COURSE027,Deep Learning,6,Beginner,1.12,Web Development
EMP361,Lead,COURSE032,ITIL Foundation,4,Beginner,45.36,Data Science
EMP132,Manager,COURSE020,UI/UX Design,5,Advanced,94.62,Web Development
EMP262,Designer,COURSE043,Agile Methodologies,3,Advanced,6.85,Cybersecurity
EMP322,HR,COURSE041,Backend Development,4,Advanced,7.36,Data Science
EMP498,HR,COURSE032,ITIL Foundation,4,Beginner,4.17,Data Science
EMP066,QA,COURSE049,Data Science with R,1,Advanced,72.87,Cybersecurity
EMP278,Lead,COURSE003,ITIL Foundation,5,Intermediate,48.64,Cloud Computing
EMP411,Designer,COURSE030,Cloud Basics,3,Advanced,47.34,Data Science
EMP490,SDE1,COURSE050,E-commerce Development,2,Intermediate,36.34,Cloud Computing
EMP350,SDE1,COURSE040,Artificial Intelligence,5,Advanced,23.54,Cybersecurity
EMP273,Lead,COURSE036,Public Speaking,2,Advanced,37.12,Web Development
EMP456,SDE1,COURSE034,UI/UX Design,1,Advanced,51.16,Web Development
EMP192,HR,COURSE037,Quality Assurance,4,Intermediate,18.2,Cybersecurity
EMP047,Manager,COURSE011,Python for Data Science,6,Advanced,72.88,Machine Learning
EMP470,SDE1,COURSE038,Cloud Basics,2,Advanced,72.14,Machine Learning
EMP089,SDE1,COURSE005,Machine Learning Basics,4,Advanced,11.15,Machine Learning
EMP065,Manager,COURSE004,Network Security,5,Beginner,31.19,Data Science
EMP382,DevOps,COURSE018,Blockchain Basics,6,Advanced,15.39,Machine Learning
EMP184,SDE1,COURSE021,ITIL Foundation,3,Intermediate,24.91,Cloud Computing
EMP473,SDE2,COURSE026,Digital Marketing,2,Intermediate,74.8,Web Development
EMP383,SDE2,COURSE048,Network Security,5,Advanced,62.19,Machine Learning
EMP442,DevOps,COURSE015,Database Management,3,Advanced,1.19,Cybersecurity
EMP433,SDE2,COURSE012,Responsive Web Design,3,Beginner,97.3,Machine Learning
EMP194,HR,COURSE030,Cloud Basics,3,Advanced,54.85,Data Science
EMP170,SDE2,COURSE004,Network Security,5,Beginner,28.61,Data Science
EMP420,HR,COURSE017,Digital Marketing,5,Beginner,66.52,Machine Learning
EMP491,SDE1,COURSE007,Deep Learning,2,Intermediate,16.55,Data Science
EMP449,SDE1,COURSE020,UI/UX Design,5,Advanced,77.71,Web Development
EMP380,SDE1,COURSE007,Deep Learning,2,Intermediate,30.86,Data Science
EMP137,Lead,COURSE016,Backend Development,6,Intermediate,5.54,Data Science
EMP115,HR,COURSE005,Machine Learning Basics,4,Advanced,15.39,Machine Learning
EMP210,Designer,COURSE038,Cloud Basics,2,Advanced,65.61,Machine Learning
EMP007,Lead,COURSE020,UI/UX Design,5,Advanced,91.49,Web Development
EMP481,Designer,COURSE045,Creative Thinking,5,Intermediate,65.14,Machine Learning
EMP118,Lead,COURSE025,Time Management,5,Advanced,50.25,Web Development
EMP006,HR,COURSE046,Virtualization Technologies,4,Beginner,80.53,Machine Learning
EMP122,Manager,COURSE036,Public Speaking,2,Advanced,3.63,Web Development
EMP008,Manager,COURSE048,Network Security,5,Advanced,22.85,Machine Learning
EMP334,Designer,COURSE029,Data Analysis with Python,5,Advanced,79.95,Data Science
EMP340,HR,COURSE016,Backend Development,6,Intermediate,87.72,Data Science
EMP106,QA,COURSE042,E-commerce Development,6,Beginner,92.28,Cybersecurity
EMP073,SDE1,COURSE032,ITIL Foundation,4,Beginner,83.4,Data Science
EMP166,SDE1,COURSE023,Machine Learning Basics,4,Beginner,54.56,Cybersecurity
EMP168,DevOps,COURSE042,E-commerce Development,6,Beginner,48.49,Cybersecurity
EMP431,SDE1,COURSE004,Network Security,5,Beginner,11.74,Data Science
EMP050,SDE2,COURSE042,E-commerce Development,6,Beginner,94.66,Cybersecurity
EMP446,SDE2,COURSE042,E-commerce Development,6,Beginner,52.09,Cybersecurity
EMP440,SDE1,COURSE027,Deep Learning,6,Beginner,61.65,Web Development
EMP437,SDE2,COURSE033,DevOps Fundamentals,4,Intermediate,67.51,Machine Learning
EMP119,SDE2,COURSE015,Database Management,3,Advanced,65.09,Cybersecurity
EMP037,HR,COURSE022,Web Design,3,Advanced,9.44,Data Science
EMP366,Designer,COURSE019,Project Management,1,Advanced,55.2,Cloud Computing
EMP449,SDE1,COURSE008,Remote Work Skills,4,Intermediate,39.82,Data Science
EMP089,SDE1,COURSE008,Remote Work Skills,4,Intermediate,0.35,Data Science
EMP449,SDE1,COURSE048,Network Security,5,Advanced,94.69,Machine Learning
EMP316,QA,COURSE029,Data Analysis with Python,5,Advanced,65.58,Data Science
EMP432,Manager,COURSE009,Networking Essentials,1,Intermediate,53.09,Cloud Computing
EMP188,HR,COURSE040,Artificial Intelligence,5,Advanced,15.09,Cybersecurity
EMP356,SDE2,COURSE044,Business Analytics,3,Advanced,6.37,Cybersecurity
EMP156,DevOps,COURSE005,Machine Learning Basics,4,Advanced,17.15,Machine Learning
EMP255,Designer,COURSE004,Network Security,5,Beginner,12.2,Data Science
EMP109,Designer,COURSE046,Virtualization Technologies,4,Beginner,40.06,Machine Learning
EMP016,DevOps,COURSE042,E-commerce Development,6,Beginner,40.49,Cybersecurity
EMP265,Designer,COURSE025,Time Management,5,Advanced,88.05,Web Development
EMP379,DevOps,COURSE018,Blockchain Basics,6,Advanced,71.6,Machine Learning
EMP263,DevOps,COURSE006,Web Development with React,6,Advanced,7.11,Cloud Computing
EMP075,Manager,COURSE046,Virtualization Technologies,4,Beginner,76.9,Machine Learning
EMP267,SDE2,COURSE019,Project Management,1,Advanced,48.16,Cloud Computing
EMP325,HR,COURSE032,ITIL Foundation,4,Beginner,0.68,Data Science
EMP463,QA,COURSE030,Cloud Basics,3,Advanced,35.96,Data Science
EMP124,Manager,COURSE029,Data Analysis with Python,5,Advanced,22.29,Data Science
EMP374,QA,COURSE030,Cloud Basics,3,Advanced,26.77,Data Science
EMP383,SDE2,COURSE047,Data Structures,1,Advanced,13.49,Web Development
EMP253,SDE2,COURSE039,Public Speaking,6,Advanced,69.79,Data Science
EMP344,Lead,COURSE037,Quality Assurance,4,Intermediate,32.22,Cybersecurity
EMP319,HR,COURSE032,ITIL Foundation,4,Beginner,16.65,Data Science
EMP049,SDE2,COURSE030,Cloud Basics,3,Advanced,86.05,Data Science
EMP338,Manager,COURSE036,Public Speaking,2,Advanced,85.01,Web Development
EMP123,Lead,COURSE038,Cloud Basics,2,Advanced,61.81,Machine Learning
EMP468,Designer,COURSE012,Responsive Web Design,3,Beginner,17.69,Machine Learning
EMP369,SDE1,COURSE015,Database Management,3,Advanced,50.9,Cybersecurity
EMP295,HR,COURSE033,DevOps Fundamentals,4,Intermediate,41.61,Machine Learning
EMP148,Lead,COURSE017,Digital Marketing,5,Beginner,77.24,Machine Learning
EMP234,SDE1,COURSE047,Data Structures,1,Advanced,9.12,Web Development
EMP180,Manager,COURSE001,Technical Writing,6,Advanced,73.36,Data Science
EMP159,QA,COURSE016,Backend Development,6,Intermediate,54.35,Data Science
EMP352,HR,COURSE046,Virtualization Technologies,4,Beginner,72.06,Machine Learning
EMP429,Manager,COURSE033,DevOps Fundamentals,4,Intermediate,57.62,Machine Learning
EMP202,DevOps,COURSE045,Creative Thinking,5,Intermediate,76.22,Machine Learning
EMP495,SDE2,COURSE043,Agile Methodologies,3,Advanced,73.08,Cybersecurity
EMP336,SDE1,COURSE014,Full Stack Development,1,Advanced,56.14,Web Development
EMP318,Lead,COURSE042,E-commerce Development,6,Beginner,82.71,Cybersecurity
EMP275,QA,COURSE040,Artificial Intelligence,5,Advanced,2.65,Cybersecurity
EMP107,QA,COURSE039,Public Speaking,6,Advanced,14.36,Data Science
EMP284,QA,COURSE029,Data Analysis with Python,5,Advanced,74.67,Data Science
EMP174,SDE1,COURSE017,Digital Marketing,5,Beginner,82.57,Machine Learning
EMP304,SDE1,COURSE004,Network Security,5,Beginner,17.71,Data Science
EMP338,Manager,COURSE015,Database Management,3,Advanced,77.88,Cybersecurity
EMP305,Lead,COURSE025,Time Management,5,Advanced,47.17,Web Development
EMP347,QA,COURSE006,Web Development with React,6,Advanced,14.85,Cloud Computing
EMP194,HR,COURSE035,Information Security,4,Advanced,84.62,Cybersecurity
EMP384,HR,COURSE034,UI/UX Design,1,Advanced,44.33,Web Development
EMP283,QA,COURSE026,Digital Marketing,2,Intermediate,26.48,Web Development
EMP326,Designer,COURSE003,ITIL Foundation,5,Intermediate,74.53,Cloud Computing
EMP403,Lead,COURSE010,Data Visualization,6,Advanced,55.19,Web Development
EMP285,SDE1,COURSE030,Cloud Basics,3,Advanced,38.37,Data Science
EMP092,Lead,COURSE023,Machine Learning Basics,4,Beginner,3.62,Cybersecurity
EMP009,SDE1,COURSE039,Public Speaking,6,Advanced,43.79,Data Science
EMP023,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,88.21,Machine Learning
EMP069,Designer,COURSE027,Deep Learning,6,Beginner,93.84,Web Development
EMP096,SDE1,COURSE033,DevOps Fundamentals,4,Intermediate,38.58,Machine Learning
EMP080,Lead,COURSE027,Deep Learning,6,Beginner,85.2,Web Development
EMP406,Lead,COURSE022,Web Design,3,Advanced,47.53,Data Science
EMP078,Lead,COURSE034,UI/UX Design,1,Advanced,70.53,Web Development
EMP370,SDE1,COURSE008,Remote Work Skills,4,Intermediate,69.33,Data Science
EMP072,Lead,COURSE001,Technical Writing,6,Advanced,46.18,Data Science
EMP311,SDE2,COURSE037,Quality Assurance,4,Intermediate,12.53,Cybersecurity
EMP412,SDE2,COURSE013,Scrum Master Certification,6,Beginner,9.5,Machine Learning
EMP330,DevOps,COURSE038,Cloud Basics,2,Advanced,84.82,Machine Learning
EMP200,QA,COURSE046,Virtualization Technologies,4,Beginner,95.76,Machine Learning
EMP187,DevOps,COURSE050,E-commerce Development,2,Intermediate,50.46,Cloud Computing
EMP124,Manager,COURSE044,Business Analytics,3,Advanced,18.83,Cybersecurity
EMP464,HR,COURSE014,Full Stack Development,1,Advanced,49.7,Web Development
EMP163,SDE2,COURSE044,Business Analytics,3,Advanced,40.06,Cybersecurity
EMP017,Designer,COURSE008,Remote Work Skills,4,Intermediate,39.55,Data Science
EMP098,HR,COURSE011,Python for Data Science,6,Advanced,14.96,Machine Learning
EMP397,Manager,COURSE018,Blockchain Basics,6,Advanced,95.5,Machine Learning
EMP443,DevOps,COURSE035,Information Security,4,Advanced,98.32,Cybersecurity
EMP233,SDE1,COURSE010,Data Visualization,6,Advanced,91.46,Web Development
EMP247,DevOps,COURSE026,Digital Marketing,2,Intermediate,5.01,Web Development
EMP111,SDE2,COURSE040,Artificial Intelligence,5,Advanced,64.75,Cybersecurity
EMP192,HR,COURSE010,Data Visualization,6,Advanced,9.71,Web Development
EMP222,Lead,COURSE004,Network Security,5,Beginner,39.17,Data Science
EMP487,SDE1,COURSE014,Full Stack Development,1,Advanced,27.52,Web Development
EMP268,Designer,COURSE050,E-commerce Development,2,Intermediate,83.74,Cloud Computing
EMP093,QA,COURSE009,Networking Essentials,1,Intermediate,38.61,Cloud Computing
EMP360,DevOps,COURSE015,Database Management,3,Advanced,15.46,Cybersecurity
EMP481,Designer,COURSE001,Technical Writing,6,Advanced,58.24,Data Science
EMP260,HR,COURSE024,Software Engineering,6,Beginner,37.39,Machine Learning
EMP049,SDE2,COURSE016,Backend Development,6,Intermediate,73.66,Data Science
EMP363,SDE1,COURSE004,Network Security,5,Beginner,19.73,Data Science
EMP102,Lead,COURSE004,Network Security,5,Beginner,40.98,Data Science
EMP229,DevOps,COURSE043,Agile Methodologies,3,Advanced,59.91,Cybersecurity
EMP041,Lead,COURSE045,Creative Thinking,5,Intermediate,89.69,Machine Learning
EMP185,Designer,COURSE020,UI/UX Design,5,Advanced,60.34,Web Development
EMP174,SDE1,COURSE034,UI/UX Design,1,Advanced,90.47,Web Development
EMP210,Designer,COURSE006,Web Development with React,6,Advanced,62.24,Cloud Computing
EMP073,SDE1,COURSE002,Database Management,2,Beginner,38.56,Cloud Computing
EMP448,Lead,COURSE019,Project Management,1,Advanced,5.77,Cloud Computing
EMP447,Designer,COURSE017,Digital Marketing,5,Beginner,17.72,Machine Learning
EMP242,DevOps,COURSE003,ITIL Foundation,5,Intermediate,85.18,Cloud Computing
EMP149,SDE2,COURSE024,Software Engineering,6,Beginner,20.75,Machine Learning
EMP272,HR,COURSE021,ITIL Foundation,3,Intermediate,96.72,Cloud Computing
EMP017,Designer,COURSE046,Virtualization Technologies,4,Beginner,66.85,Machine Learning
EMP016,DevOps,COURSE010,Data Visualization,6,Advanced,86.06,Web Development
EMP486,SDE2,COURSE045,Creative Thinking,5,Intermediate,80.48,Machine Learning
EMP190,Manager,COURSE044,Business Analytics,3,Advanced,0.84,Cybersecurity
EMP419,Lead,COURSE038,Cloud Basics,2,Advanced,78.83,Machine Learning
EMP498,HR,COURSE043,Agile Methodologies,3,Advanced,92.15,Cybersecurity
EMP022,DevOps,COURSE021,ITIL Foundation,3,Intermediate,65.97,Cloud Computing
EMP283,QA,COURSE023,Machine Learning Basics,4,Beginner,44.87,Cybersecurity
EMP182,SDE2,COURSE046,Virtualization Technologies,4,Beginner,94.73,Machine Learning
EMP020,Lead,COURSE015,Database Management,3,Advanced,24.46,Cybersecurity
EMP334,Designer,COURSE040,Artificial Intelligence,5,Advanced,57.09,Cybersecurity
EMP042,SDE1,COURSE041,Backend Development,4,Advanced,26.98,Data Science
EMP091,DevOps,COURSE033,DevOps Fundamentals,4,Intermediate,93.99,Machine Learning
EMP480,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,69.13,Machine Learning
EMP425,HR,COURSE036,Public Speaking,2,Advanced,76.78,Web Development
EMP286,Manager,COURSE009,Networking Essentials,1,Intermediate,57.8,Cloud Computing
EMP187,DevOps,COURSE029,Data Analysis with Python,5,Advanced,6.74,Data Science
EMP251,Manager,COURSE004,Network Security,5,Beginner,7.22,Data Science
EMP024,Lead,COURSE038,Cloud Basics,2,Advanced,92.04,Machine Learning
EMP283,QA,COURSE006,Web Development with React,6,Advanced,43.86,Cloud Computing
EMP115,HR,COURSE011,Python for Data Science,6,Advanced,35.35,Machine Learning
EMP376,DevOps,COURSE041,Backend Development,4,Advanced,9.58,Data Science
EMP125,Designer,COURSE018,Blockchain Basics,6,Advanced,43.06,Machine Learning
EMP368,Designer,COURSE023,Machine Learning Basics,4,Beginner,97.58,Cybersecurity
EMP202,DevOps,COURSE015,Database Management,3,Advanced,52.02,Cybersecurity
EMP140,Lead,COURSE029,Data Analysis with Python,5,Advanced,39.8,Data Science
EMP230,Designer,COURSE034,UI/UX Design,1,Advanced,5.43,Web Development
EMP157,QA,COURSE012,Responsive Web Design,3,Beginner,17.14,Machine Learning
EMP099,HR,COURSE039,Public Speaking,6,Advanced,35.15,Data Science
EMP190,Manager,COURSE021,ITIL Foundation,3,Intermediate,84.62,Cloud Computing
EMP063,SDE2,COURSE045,Creative Thinking,5,Intermediate,88.71,Machine Learning
EMP465,DevOps,COURSE050,E-commerce Development,2,Intermediate,62.33,Cloud Computing
EMP240,Lead,COURSE018,Blockchain Basics,6,Advanced,13.09,Machine Learning
EMP288,QA,COURSE015,Database Management,3,Advanced,86.1,Cybersecurity
EMP224,HR,COURSE041,Backend Development,4,Advanced,94.19,Data Science
EMP261,Manager,COURSE010,Data Visualization,6,Advanced,37.22,Web Development
EMP177,Lead,COURSE018,Blockchain Basics,6,Advanced,87.31,Machine Learning
EMP190,Manager,COURSE016,Backend Development,6,Intermediate,95.07,Data Science
EMP102,Lead,COURSE027,Deep Learning,6,Beginner,79.8,Web Development
EMP174,SDE1,COURSE032,ITIL Foundation,4,Beginner,98.88,Data Science
EMP441,SDE1,COURSE028,API Development,4,Intermediate,4.48,Machine Learning
EMP149,SDE2,COURSE032,ITIL Foundation,4,Beginner,28.17,Data Science
EMP420,HR,COURSE033,DevOps Fundamentals,4,Intermediate,99.37,Machine Learning
EMP199,SDE1,COURSE015,Database Management,3,Advanced,92.79,Cybersecurity
EMP062,HR,COURSE040,Artificial Intelligence,5,Advanced,37.71,Cybersecurity
EMP120,DevOps,COURSE003,ITIL Foundation,5,Intermediate,21.71,Cloud Computing
EMP220,QA,COURSE019,Project Management,1,Advanced,70.7,Cloud Computing
EMP469,Designer,COURSE043,Agile Methodologies,3,Advanced,26.24,Cybersecurity
EMP125,Designer,COURSE049,Data Science with R,1,Advanced,89.56,Cybersecurity
EMP318,Lead,COURSE031,Mobile App Development,5,Advanced,28.86,Cloud Computing
EMP326,Designer,COURSE022,Web Design,3,Advanced,70.21,Data Science
EMP265,Designer,COURSE011,Python for Data Science,6,Advanced,71.97,Machine Learning
